  CURRENCY DATE = 02/18/24
                                     LATITUDE    LONGITUDE     OBSTACLE            AGL   AMSL LT ACC MAR FAA         ACTION
OAS#      V CO ST CITY            DEG MIN SEC   DEG MIN SEC   TYPE                 HT    HT     H V IND STUDY           JDATE
-------------------------------------------------------------------------------------------------------------------------------
21-006006 O US KY FULTON           36 30 10.19N 088 52 25.88W TOWER              1 00190 00554 N 1 A N 2017ASO19188OE C 2017363 
21-068330 U US KY FULTON           36 30 45.70N 088 53 03.40W POLE               1 00080 00481 N 4 D N 2020ASO22898OE A 2020290 
21-000427 O US KY FULTON           36 30 46.00N 088 52 29.00W TOWER              1 00220 00610 R 5 D M 1985ASO01806OE C 2014138 
21-020637 O US KY MIDDLESBORO      36 36 14.85N 083 42 42.19W BLDG               1 00038 01316 U 1 A U                A 2013224 
21-020618 O US KY MIDDLESBORO      36 36 15.22N 083 42 41.10W BLDG               1 00037 01321 U 1 A U                A 2013224 
21-020636 O US KY MIDDLESBORO      36 36 15.31N 083 42 41.62W BLDG               1 00032 01312 U 1 A U                A 2013224 
21-020642 O US KY MIDDLESBORO      36 36 28.89N 083 43 48.87W T-L TWR            1 00043 01183 U 1 A U                A 2013224 
21-020643 O US KY MIDDLESBORO      36 36 29.23N 083 43 46.05W T-L TWR            1 00033 01173 U 1 A U                A 2013224 
21-020644 O US KY MIDDLESBORO      36 36 29.46N 083 43 43.20W T-L TWR            1 00033 01173 U 1 A U                A 2013224 
21-020645 O US KY MIDDLESBORO      36 36 29.64N 083 43 41.02W T-L TWR            1 00032 01172 U 1 A U                A 2013224 
21-020581 O US KY MIDDLESBORO      36 36 29.97N 083 43 36.75W T-L TWR            1 00027 01167 U 1 A U                A 2013224 
21-020582 O US KY MIDDLESBORO      36 36 30.02N 083 43 35.90W T-L TWR            1 00028 01168 U 1 A U                A 2013224 
21-020583 O US KY MIDDLESBORO      36 36 30.14N 083 43 34.76W T-L TWR            1 00026 01166 U 1 A U                A 2013224 
21-020584 O US KY MIDDLESBORO      36 36 30.30N 083 43 32.95W T-L TWR            1 00030 01170 U 1 A U                A 2013224 
21-020640 O US KY MIDDLESBORO      36 36 30.40N 083 43 46.62W BLDG               1 00022 01162 U 1 A U                A 2013224 
21-020585 O US KY MIDDLESBORO      36 36 30.41N 083 43 31.19W T-L TWR            1 00047 01187 U 1 A U                A 2013224 
21-020639 O US KY MIDDLESBORO      36 36 30.42N 083 43 47.57W BLDG               1 00027 01167 U 1 A U                A 2013224 
21-020641 O US KY MIDDLESBORO      36 36 30.43N 083 43 44.93W BLDG               1 00025 01165 U 1 A U                A 2013224 
21-020648 O US KY MIDDLESBORO      36 36 30.67N 083 43 46.57W BLDG               1 00007 01147 U 1 A U                A 2013224 
21-020600 O US KY MIDDLESBORO      36 36 30.67N 083 43 45.22W BLDG               1 00008 01148 U 1 A U                A 2013224 
21-020625 O US KY MIDDLESBORO      36 36 30.68N 083 43 54.17W T-L TWR            1 00030 01170 U 1 A U                A 2013224 
21-020626 O US KY MIDDLESBORO      36 36 30.90N 083 43 51.46W T-L TWR            1 00030 01170 U 1 A U                A 2013224 
21-020601 O US KY MIDDLESBORO      36 36 31.26N 083 43 53.87W BLDG               1 00013 01153 U 1 A U                A 2013224 
21-020624 O US KY MIDDLESBORO      36 36 31.27N 083 43 55.03W T-L TWR            1 00031 01171 U 1 A U                A 2013224 
21-020621 O US KY MIDDLESBORO      36 36 31.31N 083 44 02.98W T-L TWR            1 00030 01170 U 1 A U                A 2013224 
21-020609 O US KY MIDDLESBORO      36 36 31.42N 083 43 51.81W BLDG               1 00015 01155 U 1 A U                A 2013224 
21-020579 O US KY MIDDLESBORO      36 36 31.63N 083 43 05.76W BLDG               1 00041 01250 U 1 A U                A 2013224 
21-020610 O US KY MIDDLESBORO      36 36 31.69N 083 43 50.83W BLDG               1 00013 01153 U 1 A U                A 2013224 
21-020580 O US KY MIDDLESBORO      36 36 31.82N 083 43 37.00W T-L TWR            1 00043 01183 U 1 A U                A 2013224 
21-020617 O US KY MIDDLESBORO      36 36 31.88N 083 43 55.89W BLDG               1 00021 01161 U 1 A U                A 2013224 
21-020563 O US KY MIDDLESBORO      36 36 32.02N 083 43 50.94W BLDG               1 00007 01147 U 1 A U                A 2013224 
21-020564 O US KY MIDDLESBORO      36 36 32.08N 083 43 23.15W BLDG               1 00089 01229 U 1 A U                A 2013224 
21-020635 O US KY MIDDLESBORO      36 36 32.08N 083 43 55.57W BLDG               1 00007 01147 U 1 A U                A 2013224 
21-020591 O US KY MIDDLESBORO      36 36 32.13N 083 43 23.62W BLDG               1 00041 01181 U 1 A U                A 2013224 
21-020602 O US KY MIDDLESBORO      36 36 32.14N 083 43 53.73W BLDG               1 00013 01153 U 1 A U                A 2013224 
21-020604 O US KY MIDDLESBORO      36 36 32.20N 083 44 02.01W BLDG               1 00021 01161 U 1 A U                A 2013224 
21-020606 O US KY MIDDLESBORO      36 36 32.25N 083 44 04.63W BLDG               1 00024 01164 U 1 A U                A 2013224 
21-020603 O US KY MIDDLESBORO      36 36 32.26N 083 44 02.55W BLDG               1 00018 01158 U 1 A U                A 2013224 
21-020622 O US KY MIDDLESBORO      36 36 32.27N 083 44 02.83W POLE               1 00028 01168 U 1 A U                A 2013224 
21-020605 O US KY MIDDLESBORO      36 36 32.28N 083 44 03.21W BLDG               1 00021 01161 U 1 A U                A 2013224 
21-020567 O US KY MIDDLESBORO      36 36 32.33N 083 43 47.88W BLDG               1 00016 01156 U 1 A U                A 2013224 
21-020566 O US KY MIDDLESBORO      36 36 32.44N 083 43 46.04W BLDG               1 00014 01154 U 1 A U                A 2013224 
21-020607 O US KY MIDDLESBORO      36 36 32.46N 083 44 06.02W BLDG               1 00025 01166 U 1 A U                A 2013224 
21-020599 O US KY MIDDLESBORO      36 36 32.50N 083 43 47.90W BLDG               1 00010 01150 U 1 A U                A 2013224 
21-001883 O US KY MURRAY           36 36 32.51N 088 22 11.18W TOWER              1 00316 00868 D 2 C N 2022ASO42887OE C 2024032 
21-020623 O US KY MIDDLESBORO      36 36 32.94N 083 44 04.54W POLE               1 00032 01173 U 1 A U                A 2013224 
21-020634 O US KY MIDDLESBORO      36 36 32.97N 083 44 05.02W BLDG               1 00018 01159 U 1 A U                A 2013224 
21-020633 O US KY MIDDLESBORO      36 36 33.12N 083 44 06.54W BLDG               1 00021 01162 U 1 A U                A 2013224 
21-020608 O US KY MIDDLESBORO      36 36 33.30N 083 44 07.86W BLDG               1 00022 01164 U 1 A U                A 2013224 
21-020548 O US KY MIDDLESBORO      36 36 33.38N 083 43 53.21W SIGN               1 00002 01142 U 1 A U                A 2013224 
21-020382 O US KY MIDDLESBORO      36 36 33.39N 083 44 20.39W BLDG               1 00035 01178 N 5 E N 2010ASO04553OE A 2011341 
21-020574 O US KY MIDDLESBORO      36 36 33.47N 083 43 04.71W BLDG               1 00044 01272 U 1 A U                A 2013224 
21-020575 O US KY MIDDLESBORO      36 36 34.13N 083 43 05.30W BLDG               1 00030 01252 U 1 A U                A 2013224 
21-020573 O US KY MIDDLESBORO      36 36 34.21N 083 43 03.96W BLDG               1 00025 01267 U 1 A U                A 2013224 
21-020539 O US KY MIDDLESBORO      36 36 34.24N 083 43 49.56W FENCE              1 00002 01142 U 1 A U                A 2013224 
21-020595 O US KY MIDDLESBORO      36 36 34.50N 083 43 04.51W BLDG               1 00020 01254 U 1 A U                A 2013224 
21-020627 O US KY MIDDLESBORO      36 36 34.77N 083 44 52.48W POLE               1 00078 01243 U 1 A U                A 2013224 
21-020560 O US KY MIDDLESBORO      36 36 35.09N 083 44 08.58W SIGN               1 00006 01148 U 1 A U                A 2013224 
21-020628 O US KY MIDDLESBORO      36 36 35.18N 083 44 53.86W POLE               1 00064 01230 U 1 A U                A 2013224 
21-020572 O US KY MIDDLESBORO      36 36 35.20N 083 43 03.23W BLDG               1 00034 01279 U 1 A U                A 2013224 
21-020576 O US KY MIDDLESBORO      36 36 35.26N 083 43 01.66W BLDG               1 00037 01282 U 1 A U                A 2013224 
21-020589 O US KY MIDDLESBORO      36 36 35.36N 083 43 46.84W POLE               1 00015 01155 U 1 A U                A 2013224 
21-020630 O US KY MIDDLESBORO      36 36 35.39N 083 44 50.12W POLE               1 00071 01233 U 1 A U                A 2013224 
21-020565 O US KY MIDDLESBORO      36 36 35.43N 083 43 00.55W BLDG               1 00052 01290 U 1 A U                A 2013224 
21-020598 O US KY MIDDLESBORO      36 36 35.43N 083 43 03.55W BLDG               1 00012 01254 U 1 A U                A 2013224 
21-020592 O US KY MIDDLESBORO      36 36 35.55N 083 43 01.92W BLDG               1 00026 01264 U 1 A U                A 2013224 
21-020588 O US KY MIDDLESBORO      36 36 35.57N 083 43 46.54W POLE               1 00009 01149 U 1 A U                A 2013224 
21-020578 O US KY MIDDLESBORO      36 36 35.75N 083 42 58.70W BLDG               1 00048 01274 U 1 A U                A 2013224 
21-020571 O US KY MIDDLESBORO      36 36 35.87N 083 43 04.69W BLDG               1 00018 01251 U 1 A U                A 2013224 
21-020594 O US KY MIDDLESBORO      36 36 35.87N 083 43 00.81W BLDG               1 00042 01267 U 1 A U                A 2013224 
21-020547 O US KY MIDDLESBORO      36 36 35.89N 083 43 55.95W SIGN               1 00006 01146 U 1 A U                A 2013224 
21-020597 O US KY MIDDLESBORO      36 36 35.93N 083 43 04.74W BLDG               1 00017 01250 U 1 A U                A 2013224 
21-020577 O US KY MIDDLESBORO      36 36 35.95N 083 43 01.26W BLDG               1 00041 01265 U 1 A U                A 2013224 
21-020569 O US KY MIDDLESBORO      36 36 36.11N 083 43 03.47W BLDG               1 00038 01275 U 1 A U                A 2013224 
21-020593 O US KY MIDDLESBORO      36 36 36.12N 083 43 01.49W BLDG               1 00047 01258 U 1 A U                A 2013224 
21-020586 O US KY MIDDLESBORO      36 36 36.13N 083 43 02.77W POLE               1 00050 01278 U 1 A U                A 2013224 
21-020549 O US KY MIDDLESBORO      36 36 36.44N 083 44 21.46W SIGN               1 00001 01145 U 1 A U                A 2013224 
21-020587 O US KY MIDDLESBORO      36 36 36.47N 083 43 46.63W POLE               1 00010 01150 U 1 A U                A 2013224 
21-020542 O US KY MIDDLESBORO      36 36 36.58N 083 43 47.02W FENCE              1 00007 01147 U 1 A U                A 2013224 
21-020629 O US KY MIDDLESBORO      36 36 36.63N 083 44 54.53W POLE               1 00068 01233 U 1 A U                A 2013224 
21-020570 O US KY MIDDLESBORO      36 36 36.71N 083 43 05.16W BLDG               1 00024 01264 U 1 A U                A 2013224 
21-020568 O US KY MIDDLESBORO      36 36 36.80N 083 43 02.60W BLDG               1 00047 01256 U 1 A U                A 2013224 
21-020647 O US KY MIDDLESBORO      36 36 36.83N 083 43 48.94W POLE               1 00022 01162 U 1 A U                A 2013224 
21-020590 O US KY MIDDLESBORO      36 36 36.85N 083 43 02.96W BLDG               1 00031 01249 U 1 A U                A 2013224 
21-020646 O US KY MIDDLESBORO      36 36 37.03N 083 43 46.87W POLE               1 00021 01161 U 1 A U                A 2013224 
21-020596 O US KY MIDDLESBORO      36 36 37.04N 083 43 05.28W BLDG               1 00018 01260 U 1 A U                A 2013224 
21-020546 O US KY MIDDLESBORO      36 36 37.21N 083 44 08.11W SIGN               1 00006 01146 U 1 A U                A 2013224 
21-020562 O US KY MIDDLESBORO      36 36 37.43N 083 43 58.64W BLDG               1 00008 01148 U 1 A U                A 2013224 
21-020616 O US KY MIDDLESBORO      36 36 37.44N 083 43 51.15W BLDG               1 00027 01167 U 1 A U                A 2013224 
21-020614 O US KY MIDDLESBORO      36 36 37.53N 083 43 53.39W BLDG               1 00015 01155 U 1 A U                A 2013224 
21-020558 O US KY MIDDLESBORO      36 36 37.69N 083 44 53.55W POLE               1 00077 01241 U 1 A U                A 2013224 
21-020561 O US KY MIDDLESBORO      36 36 37.75N 083 44 00.46W BLDG               1 00009 01149 U 1 A U                A 2013224 
21-020557 O US KY MIDDLESBORO      36 36 37.78N 083 45 02.13W T-L TWR            1 00042 01209 U 1 A U                A 2013224 
21-020559 O US KY MIDDLESBORO      36 36 37.81N 083 44 51.19W POLE               1 00069 01231 U 1 A U                A 2013224 
21-020615 O US KY MIDDLESBORO      36 36 37.83N 083 43 52.34W BLDG               1 00025 01165 U 1 A U                A 2013224 
21-020613 O US KY MIDDLESBORO      36 36 37.88N 083 43 55.53W BLDG               1 00030 01170 U 1 A U                A 2013224 
21-020543 O US KY MIDDLESBORO      36 36 37.99N 083 44 35.87W SIGN               1 00004 01155 U 1 A U                A 2013224 
21-000697 O US KY MIDDLESBORO      36 36 38.00N 083 42 49.00W TOWER              1 00198 01335 D 1 A N 2001ASO09717OE C 2002244 
21-020611 O US KY MIDDLESBORO      36 36 38.19N 083 43 59.77W BLDG               1 00028 01168 U 1 A U                A 2013224 
21-020612 O US KY MIDDLESBORO      36 36 38.27N 083 43 58.29W BLDG               1 00018 01158 U 1 A U                A 2013224 
21-020545 O US KY MIDDLESBORO      36 36 38.53N 083 44 20.26W SIGN               1 00008 01150 U 1 A U                A 2013224 
21-020631 O US KY MIDDLESBORO      36 36 38.60N 083 43 54.17W POLE               1 00028 01168 U 1 A U                A 2013224 
21-020632 O US KY MIDDLESBORO      36 36 38.60N 083 43 55.87W POLE               1 00028 01168 U 1 A U                A 2013224 
21-020554 O US KY MIDDLESBORO      36 36 38.61N 083 43 56.96W POLE               1 00028 01168 U 1 A U                A 2013224 
21-020555 O US KY MIDDLESBORO      36 36 38.67N 083 43 58.84W POLE               1 00029 01169 U 1 A U                A 2013224 
21-020553 O US KY MIDDLESBORO      36 36 38.69N 083 43 51.75W POLE               1 00028 01168 U 1 A U                A 2013224 
21-020541 O US KY MIDDLESBORO      36 36 39.34N 083 44 38.17W FENCE              1 00007 01160 U 1 A U                A 2013224 
21-020550 O US KY MIDDLESBORO      36 36 39.44N 083 44 12.23W POLE               1 00023 01163 U 1 A U                A 2013224 
21-020538 O US KY MIDDLESBORO      36 36 39.52N 083 44 38.10W FENCE              1 00007 01160 U 1 A U                A 2013224 
21-020540 O US KY MIDDLESBORO      36 36 39.64N 083 44 38.06W FENCE              1 00007 01160 U 1 A U                A 2013224 
21-020544 O US KY MIDDLESBORO      36 36 39.86N 083 44 32.41W SIGN               1 00005 01155 U 1 A U                A 2013224 
21-020552 O US KY MIDDLESBORO      36 36 40.27N 083 44 02.97W T-L TWR            1 00048 01188 U 1 A U                A 2013224 
21-001814 O US KY WINGO            36 36 41.43N 088 47 03.87W TOWER              1 00323 00834 M 1 A N 2009ASO03201OE C 2009261 
21-055304 U US KY MIDDLESBORO      36 36 45.30N 083 42 42.70W POLE               1 00069 01207 N 4 D N 2008ASO05760OE A 2018027 
21-006007 U US KY MIDDLESBORO      36 36 46.00N 083 42 08.00W TOWER              1 00165 01305 U 4 D U 0067_CL00924OE C 2014124 
21-066481 U US KY MIDDLESBORO      36 36 46.28N 083 42 33.57W TOWER              1 00164 01296 N 4 D N 2018ASO23213OE A 2020245 
21-056030 U US KY MIDDLESBORO      36 36 46.90N 083 42 49.20W TOWER              1 00090 01232 N 4 D N 2014ASO10593OE A 2018024 
21-006008 U US KY MURRAY           36 36 47.00N 088 19 21.00W BLDG               1 00120 00670 U     U                C 2013039 
21-006009 U US KY MURRAY           36 36 47.00N 088 18 20.00W TOWER              1 00176 00686 U     U                A 1976072 
21-066300 U US KY MIDDLESBORO      36 36 47.76N 083 42 33.62W TOWER              1 00190 01320 D 4 D N 2019ASO12474OE A 2020058 
21-000155 O US KY MIDDLESBORO      36 37 06.55N 083 51 06.39W TOWER              1 00240 03214 R 1 A P 2019ASO34977OE C 2020072 
21-001791 O US KY MURRAY           36 37 13.00N 088 18 00.00W TOWER              1 00345 00849 D 5 D N 2000ASO01305OE C 2014138 
21-056029 U US KY MIDDLESBORO      36 37 21.70N 083 42 45.60W TOWER              1 00080 01215 N 4 D N 2014ASO09865OE A 2018024 
21-000661 O US KY MIDDLESBORO      36 37 38.00N 083 42 52.00W TOWER              1 00326 01456 R 5 D M 1980ASO00789OE C 2014138 
21-000019 O US KY MURRAY           36 37 42.00N 088 18 04.00W TOWER              1 00408 00876 R 4 D M 1998ASO04813OE C 2002251 
21-020556 O US KY MIDDLESBORO      36 37 45.93N 083 41 25.96W BLDG               1 00014 01508 U 1 A U                A 2013224 
21-020551 O US KY MIDDLESBORO      36 37 46.04N 083 41 26.28W BLDG               1 00019 01523 U 1 A U                A 2013224 
21-020349 O US KY MIDDLESBORO      36 37 49.81N 083 42 22.87W TOWER              1 00149 01384 N 1 A N 2011ASO00193OE A 2011214 
21-001649 O US KY FORT CAMPBELL    36 38 01.00N 087 26 53.00W TANK               1 00165 00693 U 4 D U                C 2014138 
21-001876 O US KY MURRAY           36 38 03.00N 088 18 11.00W TOWER              1 00340 00827 M 2 C N 2003ASO04698OE C 2003341 
21-020508 O US KY MURRAY           36 38 03.19N 088 23 33.41W POLE               1 00164 00726 N 1 A N 2012ASO08514OE A 2013093 
21-020982 O US KY MURRAY           36 38 05.00N 088 24 22.63W T-L TWR            1 00050 00606 U 1 A U                A 2013231 
21-001749 O US KY WILLIAMSBURG     36 38 08.55N 084 06 06.65W TOWER              1 00375 01447 M 2 C N 2019ASO34223OE C 2020069 
21-000497 O US KY MURRAY           36 38 09.00N 088 19 09.00W TOWER              2 00205 00745 R 5 D M 1987ASO00899OE C 2014138 
21-020983 O US KY MURRAY           36 38 14.92N 088 24 56.82W T-L TWR            1 00049 00593 U 1 A U                A 2013231 
21-081193 O US KY SEDALIA          36 38 16.29N 088 36 09.62W TOWER              1 00261 00779 D 1 A N 2021ASO15664OE A 2023018 
21-001113 O US KY LAFAYETTE        36 38 20.00N 087 41 12.00W TOWER              1 00195 00765 M 5 D N 1991ASO00271OE C 2014138 
21-022445 O US KY PINE KNOT        36 38 20.30N 084 26 16.20W TOWER              1 00063 01457 N 5 E N 2016ASO00339OE A 2016148 
21-001331 O US KY MURRAY           36 38 26.20N 088 16 00.13W TOWER              1 00298 00842 M 5 D N 2004ASO03762OE C 2004333 
21-000231 O US KY BARDSTOWN        36 38 28.78N 087 26 01.16W TOWER              1 00250 00793 R 1 A P 1999ASO00420OE C 2014134 
21-001823 O US KY WINGO            36 38 29.00N 088 45 21.00W TOWER              1 00310 00812 D 2 C N 2000ASO04426OE C 2002272 
21-065039 U US KY CHRISTIAN        36 38 29.01N 087 24 45.85W TOWER              1 00115 00671 N 4 D N 2018ASO25395OE A 2019190 
21-065110 U US KY MIDDLESBORO      36 38 29.29N 083 46 24.70W TOWER              1 00118 03140 R 4 D N 2019ASO20607OE A 2019246 
21-000505 O US KY MIDDLESBORO      36 38 30.00N 083 46 25.00W TOWER              1 00213 03223 D 1 A N 2001ASO08670OE C 2002063 
21-022509 O US KY MIDDLESBORO      36 38 31.43N 083 46 22.20W TOWER              1 00200 03189 N 2 C N 2015ASO13540OE A 2016293 
21-000959 O US KY SEDALIA          36 38 35.00N 088 35 58.00W TOWER              1 00275 00776 M 5 D N 1986ASO01945OE C 2014138 
21-022254 O US KY CLARKSVILLE      36 38 36.84N 087 25 25.14W T-L TWR            1 00035 00593 U 1 A U                A 2013260 
21-001017 O US KY CLARKSVILLE      36 38 37.00N 087 24 49.00W T-L TWR            1 00143 00698 U 1 A U                C 2014138 
21-022258 O US KY CLARKSVILLE      36 38 37.91N 087 24 38.24W T-L TWR            1 00118 00671 U 1 A U                A 2013260 
21-022259 O US KY CLARKSVILLE      36 38 38.58N 087 24 23.66W T-L TWR            1 00114 00674 U 1 B U                A 2013260 
21-022260 O US KY CLARKSVILLE      36 38 39.19N 087 24 10.44W T-L TWR            1 00113 00673 U 1 B U                A 2013260 
21-022249 O US KY CLARKSVILLE      36 38 39.53N 087 24 58.58W T-L TWR            1 00137 00695 U 1 A U                A 2013260 
21-022261 O US KY CLARKSVILLE      36 38 39.80N 087 23 57.45W T-L TWR            1 00132 00684 U 1 A U                A 2013260 
21-001648 O US KY FORT CAMPBELL    36 38 40.00N 087 41 08.00W TOWER              2 00233 00853 U 5 D U                C 2014138 
21-055364 U US KY CLARKSVILLE      36 38 41.10N 087 27 41.95W BLDG               1 00038 00590 N 4 D N 2012ASO00003OE A 2018025 
21-022253 O US KY CLARKSVILLE      36 38 41.28N 087 22 41.37W T-L TWR            1 00160 00669 U 1 A U                A 2013260 
21-022251 O US KY CLARKSVILLE      36 38 41.89N 087 23 12.03W T-L TWR            1 00115 00706 U 1 A U                A 2013260 
21-022250 O US KY CLARKSVILLE      36 38 42.13N 087 25 07.86W T-L TWR            1 00121 00682 U 1 A U                A 2013260 
21-020956 O US KY MURRAY           36 38 42.18N 088 22 52.41W T-L TWR            1 00089 00672 U 1 A U                C 2017234 
21-022252 O US KY CLARKSVILLE      36 38 42.64N 087 22 56.00W T-L TWR            1 00131 00696 U 1 A U                A 2013260 
21-022268 O US KY CLARKSVILLE      36 38 43.47N 087 26 43.19W TOWER              1 00101 00644 U 1 A U                A 2013260 
21-001794 O US KY MURRAY           36 38 43.96N 088 28 32.21W TOWER              1 00426 00990 M 2 C N 2008ASO02910OE C 2008249 
21-022255 O US KY CLARKSVILLE      36 38 44.32N 087 25 17.56W CATENARY           1 00132 00684 U 1 A U                A 2013260 
21-022256 O US KY CLARKSVILLE      36 38 45.48N 087 25 22.22W T-L TWR            1 00131 00682 U 1 A U                A 2013260 
21-020948 O US KY MURRAY           36 38 46.53N 088 23 17.10W T-L TWR            1 00098 00668 U 1 A U                A 2013231 
21-002252 O US KY HOPKINSVILLE     36 38 47.75N 087 41 01.28W TOWER              1 00405 00989 D 1 A N 2007ASO03589OE C 2007315 
